Name KA;Bundesland;Rechtswert;Hochwert;Koordinatensystem;Ausbaugröße;Jahresabwassermenge [m^3/a];Abwassereinigung;pl_n_tech;pl_p_tech;pl_uv;pl_chlorination;pl_ozonation;pl_sand_filtration;pl_micro_filtration;pl_other;pl_other_comment;N-Ablauffracht [kg/a];P-Ablauffracht [kg/a];Einleitgewässer;Flusseinzugsgebiet;Flussgebietseinheit;lat;long
Lohra / Damm;HE;3475294;5620072;GAUSS_KRUEGER_3GS;23800;3790719;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);24639.67;3411.64;Salzböde;Rhein;Rhein;50.71565374;8.64913011
Lohra / Damm;RI;3475294;5620072;GAUSS_KRUEGER_3GS;23800;3790719;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);24639.67;3411.64;Salzböde;Rhein;Rhein;50.71565374;8.64913011
Paderborn. Sande;NW;3475311;5735108;GAUSS_KRUEGER_3GS;536000;16600000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);175443;4996;Lippe;Rhein;Rhein;51.74964364;8.64143575
SKA FISCHINGEN.  AV EMPFINGEN                        ;BW;3475312;5362149;GAUSS_KRUEGER_3GS;8100;583012;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5714;933;Neckar;Rhein;Rhein;48.39666624;8.66559194
Dreieich / Buchschlag;HE;3475650;5543580;GAUSS_KRUEGER_3GS;75000;4714604;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);43798.67;5280.35;Schwarzbach;Rhein;Rhein;50.02802554;8.65912598
Dreieich / Buchschlag;RI;3475650;5543580;GAUSS_KRUEGER_3GS;75000;4714604;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);43798.67;5280.35;Schwarzbach;Rhein;Rhein;50.02802554;8.65912598
SKA GRUNBACH                                                ;BW;3475655;5410867;GAUSS_KRUEGER_3GS;2500;213905;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);2053;150;Beutbach;Rhein;Rhein;48.83477513;8.66735813
SKA AZV UNTERE HARDT St.Ilgen                      ;BW;3475759;5468316;GAUSS_KRUEGER_3GS;125000;5264110;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);49483;2632;Landgraben;Rhein;Rhein;49.35134516;8.66532106
Bad Homburg / Ober Eschbach;HE;3475804;5564357;GAUSS_KRUEGER_3GS;80000;8327237;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);44967.07;5829.06;Eschbach;Rhein;Rhein;50.21481976;8.65995656
Bad Homburg / Ober Eschbach;RI;3475804;5564357;GAUSS_KRUEGER_3GS;80000;8327237;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);44967.07;5829.06;Eschbach;Rhein;Rhein;50.21481976;8.65995656
SKA Büsingen;BW;3475866;5283340;GAUSS_KRUEGER_3GS;3000;617152;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1666;247;Rhein;Rhein;Rhein;47.68792703;8.67752755
Bueren. Wewelsburg;NW;3475868;5720194;GAUSS_KRUEGER_3GS;6500;455455;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1276;244;Alme;Rhein;Rhein;51.61562555;8.65053131
SKA AHW WIESLOCH ;BW;3475979;5462901;GAUSS_KRUEGER_3GS;110000;7109448;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);68251;3555;Leimbach;Rhein;Rhein;49.30266557;8.66867576
SKA Talheim                                                 ;BW;3476028;5319229;GAUSS_KRUEGER_3GS;2500;246290;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);887;148;Krähenbach;ob. Donau bis Versickererungsst.;Donau (normales Gebiet);48.01070807;8.67769104
3524062032 KA Hagen - Kassebruch;NI;3476179;5914662;GAUSS_KRUEGER_3GS;4600;211104;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1013.3;633.3;Drepte;Weser;Weser;53.36321931;8.64111357
Willingen (Upland) / Usseln;HE;3476480;5684374;GAUSS_KRUEGER_3GS;4900;605039;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1990.57;574.78;Diemel;Weser;Weser;51.29369924;8.66175078
Willingen (Upland) / Usseln;RI;3476480;5684374;GAUSS_KRUEGER_3GS;4900;605039;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1990.57;574.78;Diemel;Weser;Weser;51.29369924;8.66175078
SKA BERGFELDEN AV OBERES MÜHLBACHTAL                        ;BW;3476505;5357340;GAUSS_KRUEGER_3GS;7600;318005;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7282;795;Mühlbach;Rhein;Rhein;48.35346526;8.68197157
4010002001 KA Delmenhorst;NI;3476522;5881472;GAUSS_KRUEGER_3GS;170000;6372171;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);79205;3186;(null);Weser;Weser;53.06501044;8.6487066
St. Peter-Ording;SH;3476582;6020865;GAUSS_KRUEGER_3GS;33000;1275124;weitergehende Beh.;1;1;0;0;0;1;0;0;(null);7766;408;Tümlauer Koog;Eider;Eider;54.31741078;8.6390839
Oerlinghausen-Nord;NW;3476591;5759052;GAUSS_KRUEGER_3GS;8000;569519;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3379;414;Menkebach;Ems;Ems;51.96489434;8.65834957
VKA Oberes Bibertal/Tengen;BW;3476611;5292089;GAUSS_KRUEGER_3GS;7500;274957;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3877;165;Biber ;Rhein;Rhein;47.76664197;8.68697985
2510422001 KA Twistringen;NI;3476971;5852186;GAUSS_KRUEGER_3GS;13500;650754;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2987;364;Delme;Weser;Weser;52.80187198;8.6574817
Münchhausen / Niederasphe;HE;3477024;5644198;GAUSS_KRUEGER_3GS;2000;468808;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2953.49;984.49;Asphe;Rhein;Rhein;50.93259471;8.67211187
Münchhausen / NiederaspRI;RI;3477024;5644198;GAUSS_KRUEGER_3GS;2000;468808;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2953.49;984.49;AspRI;Rhein;Rhein;50.93259471;8.67211187
Lahntal / Caldern;RI;3477189;5634637;GAUSS_KRUEGER_3GS;2700;178870;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3005.01;482.94;Lahn;Rhein;Rhein;50.84665786;8.67505653
Lahntal / Caldern;HE;3477189;5634637;GAUSS_KRUEGER_3GS;2700;178870;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3005.01;482.94;Lahn;Rhein;Rhein;50.84665786;8.67505653
SKA LIEBELSBERG                                             ;BW;3477258;5392483;GAUSS_KRUEGER_3GS;3000;294640;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);2622;796;Dürrbach;Rhein;Rhein;48.66952189;8.69021098
ÖSTRINGEN KLA Östringen                                    ;BW;3477409;5453180;GAUSS_KRUEGER_3GS;12500;811984;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2436;893;Kleiner Bach;Rhein;Rhein;49.21531397;8.68888779
Herford. ZKA;NW;3477411;5777707;GAUSS_KRUEGER_3GS;250000;10000000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);151348;4566;Werre;Weser;Weser;52.13258368;8.66904786
Leopoldshöhe. Schuckenbaum (neu);NW;3477469;5764282;GAUSS_KRUEGER_3GS;24000;1173719;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5294;1153;Mühlenbach;Weser;Weser;52.01193392;8.67078044
Hiddenh..Schweicheln-Bermbeck;NW;3477503;5781189;GAUSS_KRUEGER_3GS;6000;449000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2038;719;Werre;Weser;Weser;52.16388019;8.67016104
Mühltal / Nieder-Ramstadt;HE;3477773;5520351;GAUSS_KRUEGER_3GS;55000;3635241;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21920.5;2980.89;Modau;Rhein;Rhein;49.81926914;8.69009357
Mühltal / Nieder-Ramstadt;RI;3477773;5520351;GAUSS_KRUEGER_3GS;55000;3635241;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21920.5;2980.89;Modau;Rhein;Rhein;49.81926914;8.69009357
Bad Wünnenberg -Neu-;NW;3477916;5709283;GAUSS_KRUEGER_3GS;9300;850442;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2653;455;Afte;Rhein;Rhein;51.51764287;8.68078442
SKA BAD TEINACH                                             ;BW;3477961;5394439;GAUSS_KRUEGER_3GS;6800;1001783;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);3206;200;Teinach;Rhein;Rhein;48.68713631;8.69965086
Bad Homburg / Ober Erlenbach;HE;3477987;5565210;GAUSS_KRUEGER_3GS;59000;5000000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);42500;4500;Erlenbach;Rhein;Rhein;50.22257358;8.69049124
Bad Homburg / Ober Erlenbach;RI;3477987;5565210;GAUSS_KRUEGER_3GS;59000;5000000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);42500;4500;Erlenbach;Rhein;Rhein;50.22257358;8.69049124
Salzkotten. Hengelsberg;NW;3478232;5722784;GAUSS_KRUEGER_3GS;5000;334434;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1145;473;Alme;Rhein;Rhein;51.6390002;8.68449997
3520502038 KA Schiffdorf;NI;3478256;5934978;GAUSS_KRUEGER_3GS;12850;490375;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1095.8;255.4;Schiffd. Grenzgraben;Weser;Weser;53.54584851;8.67090839
SKA UNTERREICHENBACH                                        ;BW;3478256;5410607;GAUSS_KRUEGER_3GS;6500;930546;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8282;372;Nagold;Rhein;Rhein;48.83253392;8.70280097
Butzbach;HE;3478281;5588521;GAUSS_KRUEGER_3GS;34050;2677827;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5034.31;2543.93;Schorbach;Rhein;Rhein;50.43214669;8.69326715
Butzbach;RI;3478281;5588521;GAUSS_KRUEGER_3GS;34050;2677827;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5034.31;2543.93;Schorbach;Rhein;Rhein;50.43214669;8.69326715
Brilon-Messinghausen;NW;3478446;5695766;GAUSS_KRUEGER_3GS;4000;494936;weitergehende Beh.;0;0;0;0;0;0;0;1;nachg. Bio. Reinigungsstuffe;6159;572;Hoppecke;Weser;Weser;51.39617146;8.68924462
Lollar;HE;3478493;5611501;GAUSS_KRUEGER_3GS;32000;3124871;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21780.35;3437.35;Lahn;Rhein;Rhein;50.63873376;8.69492362
Lollar;RI;3478493;5611501;GAUSS_KRUEGER_3GS;32000;3124871;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21780.35;3437.35;Lahn;Rhein;Rhein;50.63873376;8.69492362
Fronhausen;HE;3478719;5617538;GAUSS_KRUEGER_3GS;4950;542184;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9542.43;1843.42;Lahn;Rhein;Rhein;50.69301059;8.69777072
Fronhausen;RI;3478719;5617538;GAUSS_KRUEGER_3GS;4950;542184;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9542.43;1843.42;Lahn;Rhein;Rhein;50.69301059;8.69777072
SKA HORB                                                    ;BW;3478729;5367555;GAUSS_KRUEGER_3GS;28000;3149107;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21099;3464;Neckar;Rhein;Rhein;48.44540629;8.71145997
Hüllhorst.Tengern-Weidehorst;NW;3478979;5790464;GAUSS_KRUEGER_3GS;17000;1200000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6607;556;Tengerner Bach;Weser;Weser;52.2472922;8.69115591
SKA NEUBULACH                                               ;BW;3479169;5390831;GAUSS_KRUEGER_3GS;5700;929584;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6786;837;Ziegelbach;Rhein;Rhein;48.65473321;8.71623949
SKA NAGOLD                                                  ;BW;3479208;5381157;GAUSS_KRUEGER_3GS;55500;8680015;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);109368;5208;Nagold;Rhein;Rhein;48.56774083;8.71725494
SKA Spaichingen                                             ;BW;3479688;5327762;GAUSS_KRUEGER_3GS;17000;2488320;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);36329;2239;Prim;Rhein;Rhein;48.08757628;8.72633948
Münchhausen;HE;3479706;5646031;GAUSS_KRUEGER_3GS;2500;358964;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6389.55;1112.78;Wetschaft;Rhein;Rhein;50.94917207;8.71016036
Münchhausen;RI;3479706;5646031;GAUSS_KRUEGER_3GS;2500;358964;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6389.55;1112.78;Wetschaft;Rhein;Rhein;50.94917207;8.71016036
Marburg / Haddamshausen;HE;3479814;5626144;GAUSS_KRUEGER_3GS;4990;648659;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9081.22;1362.18;Allna;Rhein;Rhein;50.77041098;8.7127955
Marburg / Haddamshausen;RI;3479814;5626144;GAUSS_KRUEGER_3GS;4990;648659;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9081.22;1362.18;Allna;Rhein;Rhein;50.77041098;8.7127955
Weimar / Roth;HE;3479898;5620597;GAUSS_KRUEGER_3GS;2200;426451;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2345.48;767.61;Lahn;Rhein;Rhein;50.72055076;8.71428933
Weimar / Roth;RI;3479898;5620597;GAUSS_KRUEGER_3GS;2200;426451;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2345.48;767.61;Lahn;Rhein;Rhein;50.72055076;8.71428933
Östringen KLA  Odenheim            ;BW;3479945;5449539;GAUSS_KRUEGER_3GS;5000;1029612;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);4427;1133;Katzbach;Rhein;Rhein;49.182664;8.7238782
SKA BAD LIEBENZELL                                          ;BW;3479986;5405645;GAUSS_KRUEGER_3GS;20000;1869794;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);16828;1870;Nagold;Rhein;Rhein;48.78797284;8.7266075
SKA Seitingen AZV Ostbaar                                   ;BW;3480011;5319431;GAUSS_KRUEGER_3GS;4900;862343;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9313;431;Elta;ob. Donau bis Versickererungsst.;Donau (normales Gebiet);48.0126622;8.73106535
Augustdorf;NW;3480060;5752037;GAUSS_KRUEGER_3GS;14500;619267;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7649;562;Ölbach;Ems;Ems;51.9019831;8.70922684
Frankenberg (Eder) / Rengershausen;HE;3480188;5663790;GAUSS_KRUEGER_3GS;3800;875486;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8474.7;682.87;Nuhne;Weser;Weser;51.10882071;8.71604688
Frankenberg (Eder) / Rengershausen;RI;3480188;5663790;GAUSS_KRUEGER_3GS;3800;875486;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8474.7;682.87;Nuhne;Weser;Weser;51.10882071;8.71604688
SKA HIRSAU                                                  ;BW;3480214;5400881;GAUSS_KRUEGER_3GS;49500;4722548;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);49114;3778;Nagold;Rhein;Rhein;48.74514087;8.72994006
Rosbach v. d. Höhe / Nieder-Rosbach;HE;3480234;5573995;GAUSS_KRUEGER_3GS;16500;1177868;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);989.4;341.58;Rosbach;Rhein;Rhein;50.30162989;8.72151804
Rosbach v. d. Höhe / Nieder-Rosbach;RI;3480234;5573995;GAUSS_KRUEGER_3GS;16500;1177868;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);989.4;341.58;Rosbach;Rhein;Rhein;50.30162989;8.72151804
2514072008 KA Ehrenburg;NI;3480287;5845280;GAUSS_KRUEGER_3GS;3000;75635;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);3312.8;227;Kuhbach;Weser;Weser;52.73994533;8.70706312
Borchen. Nordborchen;NW;3480354;5726763;GAUSS_KRUEGER_3GS;17000;817415;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2520;940;Alme;Rhein;Rhein;51.67484059;8.71492807
2510072012 KA Bassum;NI;3480368;5858987;GAUSS_KRUEGER_3GS;21500;1109211;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2107.5;865;Klosterbach;Weser;Weser;52.86311996;8.7074399
Mörlenbach;HE;3480500;5494428;GAUSS_KRUEGER_3GS;55000;6208040;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);55251.55;4345.62;Weschnitz;Rhein;Rhein;49.58629441;8.72928294
Mörlenbach;RI;3480500;5494428;GAUSS_KRUEGER_3GS;55000;6208040;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);55251.55;4345.62;Weschnitz;Rhein;Rhein;49.58629441;8.72928294
Bad Vilbel;HE;3480600;5560235;GAUSS_KRUEGER_3GS;80000;3306038;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);24663.04;1686.07;Nidda;Rhein;Rhein;50.17793961;8.72736026
Bad Vilbel;RI;3480600;5560235;GAUSS_KRUEGER_3GS;80000;3306038;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);24663.04;1686.07;Nidda;Rhein;Rhein;50.17793961;8.72736026
SKA PFORZHEIM                                               ;BW;3480657;5418285;GAUSS_KRUEGER_3GS;250000;16510220;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);244351;8255;Enz;Rhein;Rhein;48.90165522;8.73514025
SKA WILDBERG                                                ;BW;3480674;5389533;GAUSS_KRUEGER_3GS;23000;2089912;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);17764;1672;Nagold;Rhein;Rhein;48.64310947;8.73672729
Pohlheim / Holzheim;HE;3480704;5594362;GAUSS_KRUEGER_3GS;2200;272343;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2936.4;235.3;Gambach;Rhein;Rhein;50.48474009;8.72706766
Pohlheim / Holzheim;RI;3480704;5594362;GAUSS_KRUEGER_3GS;2200;272343;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2936.4;235.3;Gambach;Rhein;Rhein;50.48474009;8.72706766
Bad Salzuflen;NW;3480719;5772342;GAUSS_KRUEGER_3GS;96000;5062473;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);34382;1166;Werre;Weser;Weser;52.08449313;8.71766053
Diemelsee / Giebringhausen;HE;3480808;5690223;GAUSS_KRUEGER_3GS;2500;687801;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);18336.77;543.36;Diemel;Weser;Weser;51.34643435;8.72348189
Diemelsee / Giebringhausen;RI;3480808;5690223;GAUSS_KRUEGER_3GS;2500;687801;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);18336.77;543.36;Diemel;Weser;Weser;51.34643435;8.72348189
Medebach-Oberschledorn;NW;3480838;5678655;GAUSS_KRUEGER_3GS;4500;1132073;weitergehende Beh.;0;0;0;0;0;0;0;1;nachg. Bio. Reinigungsstuffe;6676;400;Wilde Aa;Weser;Weser;51.24245786;8.72453432
SKA EUTINGEN                                     ;BW;3480874;5370618;GAUSS_KRUEGER_3GS;16200;738896;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4359;148;Eutinger Talbach;Rhein;Rhein;48.47302021;8.74031329
Burgwald / Ernsthausen;HE;3480915;5648760;GAUSS_KRUEGER_3GS;2300;225542;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);187.2;545.81;Wetschaft;Rhein;Rhein;50.97374408;8.72722086
Burgwald / Ernsthausen;RI;3480915;5648760;GAUSS_KRUEGER_3GS;2300;225542;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);187.2;545.81;Wetschaft;Rhein;Rhein;50.97374408;8.72722086
Allendorf (Eder) / Haine;HE;3480935;5655303;GAUSS_KRUEGER_3GS;13000;2355900;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3934.35;2426.57;Mühlgraben;Weser;Weser;51.03255867;8.72716141
Allendorf (Eder) / Haine;RI;3480935;5655303;GAUSS_KRUEGER_3GS;13000;2355900;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3934.35;2426.57;Mühlgraben;Weser;Weser;51.03255867;8.72716141
Kläranlage Seehausen;HB;3480993;5887115;GAUSS_KRUEGER_3GS;1000000;46098375;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);479701;20147;Weser;Weser;Weser;53.11589384;8.71506761
Modautal / Brandau;HE;3481000;5511695;GAUSS_KRUEGER_3GS;3500;267610;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1487.91;283.66;Modau;Rhein;Rhein;49.74155645;8.73535832
Modautal / Brandau;RI;3481000;5511695;GAUSS_KRUEGER_3GS;3500;267610;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1487.91;283.66;Modau;Rhein;Rhein;49.74155645;8.73535832
Messel;HE;3481021;5533750;GAUSS_KRUEGER_3GS;4800;606901;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3246.92;1644.7;Hahnwiesenbach;Rhein;Rhein;49.93984547;8.73456842
Messel;RI;3481021;5533750;GAUSS_KRUEGER_3GS;4800;606901;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3246.92;1644.7;Hahnwiesenbach;Rhein;Rhein;49.93984547;8.73456842
Münzenberg / Gambach;HE;3481066;5590761;GAUSS_KRUEGER_3GS;4247;253931;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);924.3;396.13;Wetter;Rhein;Rhein;50.45238016;8.73235064
Münzenberg / Gambach;RI;3481066;5590761;GAUSS_KRUEGER_3GS;4247;253931;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);924.3;396.13;Wetter;Rhein;Rhein;50.45238016;8.73235064
SKA Rosenfeld;BW;3481143;5350284;GAUSS_KRUEGER_3GS;5000;652238;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4044;196;Stunzach;Rhein;Rhein;48.29016666;8.74486669
SKA Immendingen GVV Immendingen-Geisingen;BW;3481182;5310543;GAUSS_KRUEGER_3GS;25500;2209884;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);30054;1547;Donau;Donau (normales Gebiet);Donau (normales Gebiet);47.932763;8.7471514
SKA MÜHLEN                                                  ;BW;3481218;5368412;GAUSS_KRUEGER_3GS;2500;235126;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1928;259;Neckar;Rhein;Rhein;48.45319258;8.74506502
SKA Gailingen;BW;3481319;5283929;GAUSS_KRUEGER_3GS;4500;1073073;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8799;966;Rhein;Rhein;Rhein;47.69340582;8.75013637
Medebach-Berge;NW;3481369;5670316;GAUSS_KRUEGER_3GS;14000;1705029;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6044;1722;Orke;Weser;Weser;51.16752017;8.73257197
Rockenberg;HE;3481383;5587627;GAUSS_KRUEGER_3GS;2400;220934;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4942.29;764.43;Gewässer ohne Namen;Rhein;Rhein;50.42421657;8.73696996
Rockenberg;RI;3481383;5587627;GAUSS_KRUEGER_3GS;2400;220934;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4942.29;764.43;Gewässer ohne Namen;Rhein;Rhein;50.42421657;8.73696996
Löhne-Ulenburg;NW;3481394;5786128;GAUSS_KRUEGER_3GS;88000;5212118;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);43708;3211;Rehmerloh-Mennighüffer Mühlenbach;Weser;Weser;52.20841178;8.72675324
Leopoldshöhe.Heipke;NW;3481484;5766904;GAUSS_KRUEGER_3GS;8000;448719;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2237;471;Werre;Weser;Weser;52.0356469;8.72911498
Bad Wünnenberg. Haaren;NW;3481528;5716049;GAUSS_KRUEGER_3GS;7700;544572;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1507;250;Menne;Rhein;Rhein;51.57858486;8.73246447
Bad Nauheim / Steinfurth;HE;3481577;5584760;GAUSS_KRUEGER_3GS;3500;315682;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3651.49;619.05;Gewässer ohne Namen;Rhein;Rhein;50.39844908;8.7398408
Bad Nauheim / Steinfurth;RI;3481577;5584760;GAUSS_KRUEGER_3GS;3500;315682;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3651.49;619.05;Gewässer ohne Namen;Rhein;Rhein;50.39844908;8.7398408
Brilon-Madfeld;NW;3481607;5700615;GAUSS_KRUEGER_3GS;3000;538179;weitergehende Beh.;0;0;0;0;0;0;0;1;nachg. Bio. Reinigungsstuffe;5042.57;464;Aa;Rhein;Rhein;51.4398664;8.73441006
2564082025 KA Diepenau;NI;3481652;5809653;GAUSS_KRUEGER_3GS;6800;40513;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);819.8;1379;Duepegraben;Weser;Weser;52.41983503;8.72924529
Diemelsee / Heringhausen;HE;3481678;5692490;GAUSS_KRUEGER_3GS;3500;111193;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3105.62;151.22;Diemel;Weser;Weser;51.36683952;8.73585161
Diemelsee / Heringhausen;RI;3481678;5692490;GAUSS_KRUEGER_3GS;3500;111193;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3105.62;151.22;Diemel;Weser;Weser;51.36683952;8.73585161
Modautal / Ernsthofen;HE;3481772;5515512;GAUSS_KRUEGER_3GS;2600;220705;Zweitbehandlung;1;1;0;0;0;0;0;0;(null);1072.62;315.6;Modau;Rhein;Rhein;49.77589814;8.74588974
Modautal / Ernsthofen;RI;3481772;5515512;GAUSS_KRUEGER_3GS;2600;220705;Zweitbehandlung;1;1;0;0;0;0;0;0;(null);1072.62;315.6;Modau;Rhein;Rhein;49.77589814;8.74588974
3520302013 KA Neuenwalde-Krempel;NI;3481846;5954079;GAUSS_KRUEGER_3GS;3300;96140;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);312;57.6;Emmelke;Elbe;Elbe;53.71760351;8.72395217
Bad Nauheim;HE;3482340;5579447;GAUSS_KRUEGER_3GS;43800;3471250;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21008;4241.86;Usa;Rhein;Rhein;50.35070967;8.75082166
Bad Nauheim;RI;3482340;5579447;GAUSS_KRUEGER_3GS;43800;3471250;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21008;4241.86;Usa;Rhein;Rhein;50.35070967;8.75082166
AV OBERER KRAICHBACH KLA Flehingen         ;BW;3482484;5439659;GAUSS_KRUEGER_3GS;30000;3393141;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);12894;1357;Kraichbach;Rhein;Rhein;49.0939037;8.75913534
SKA Schömberg des GVV Oberes Schlichemtal ;BW;3482530;5342764;GAUSS_KRUEGER_3GS;6500;1336990;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10027;668;Schlichem;Rhein;Rhein;48.22257819;8.76386928
SKA Mühringen (Horb) des AZV Unteres Eyachtal;BW;3482638;5365473;GAUSS_KRUEGER_3GS;14000;699673;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4408;490;Eyach;Rhein;Rhein;48.42680363;8.7643843
2514042016 KA Varrel;NI;3482767;5831114;GAUSS_KRUEGER_3GS;2500;83210;weitergehende Beh.;0;0;0;0;0;0;0;0;(null);3734.46;907;Flöte;Weser;Weser;52.61273065;8.74452253
SKA AZV WALDANGELBACHTAL Angelbachtal            ;BW;3482836;5455883;GAUSS_KRUEGER_3GS;16000;1104056;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);13580;1104;Angelbach;Rhein;Rhein;49.2397948;8.76326077
